Ligne;CAUSE_ACC1;CAUSE_ACC2;CAUSE_ACC3;CAUSE_ACC4;CAUSE_ACC5;TYPE_ROUTE;HUMEURNEUTRE;HUMEURGAI;HUMEURMECONTENT;HUMEURTRISTE;HUMEURCOLERE;ACC.INC
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;90;0;10;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;88;0;0;2;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;50;0;0;0;1;1;4;4;4;4;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;5;50;5;20;20;2;1;1;1;4;4;incident
;;;;;;;;;;;;incident
;5;95;0;0;0;4;1;5;4;4;4;incident
;70;30;0;0;0;2;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;70;0;20;0;AUT|campagne;3;4;4;4;4;incident
;20;80;0;0;0;3;1;4;4;4;4;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;30;70;0;0;0;2;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;2;5;4;4;4;incident
;30;70;0;0;0;2;5;5;5;5;5;incident
;0;100;0;0;0;1;5;5;5;5;5;incident
;20;60;0;0;20;3;5;5;5;5;4;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;3;1;4;4;4;incident
;10;80;0;10;0;1;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;10;30;0;50;10;2;1;1;4;4;4;incident
;0;100;0;0;0;3;1;5;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;50;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;90;0;0;10;0;2;1;4;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;AUT|departementale;1;1;4;4;4;incident
;40;60;0;0;0;1;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;20;80;0;0;2;1;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;1;1;4;4;4;incident
;20;80;0;0;0;1;2;4;4;4;4;incident
;0;100;0;0;0;1;4;4;4;4;4;incident
;;;;;;;;;;;;incident
;100;0;0;0;0;1;1;1;4;4;4;incident
;90;0;0;10;0;2;1;1;5;5;5;incident
;;;;;;;;;;;;incident
;70;30;0;0;0;4;1;5;4;4;4;incident
;20;80;0;0;0;1;3;3;4;4;4;incident
;35;65;0;0;0;2;4;2;1;4;4;incident
;0;100;0;0;0;4;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;0;0;100;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;AUT|Zone d'entreprises;2;4;4;4;4;incident
;0;100;0;0;0;2;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;3;3;4;4;4;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;0;100;0;0;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;80;0;10;0;1;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;1;99;0;0;0;4;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;95;0;5;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;100;0;0;0;0;2;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;90;0;10;0;2;4;1;4;4;4;incident
;40;60;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;5;95;0;0;0;1;5;1;4;4;4;incident
;0;100;0;0;0;AUT|?;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;5;80;0;15;0;4;1;5;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;AUT|boulevard;3;1;4;4;4;incident
;0;100;0;0;0;4;1;3;4;4;4;incident
;5;95;0;0;0;2;2;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;0;50;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;0.1;99.9;0;0;0;2;1;1;4;1;1;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;0;0;50;0;6;1;1;4;4;4;incident
;1;80;0;19;0;1;4;4;1;4;4;incident
;10;80;0;0;10;2;1;4;4;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;1;2;4;4;4;incident
;0;100;0;0;0;1;5;5;5;5;5;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;80;20;0;0;0;2;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;0;100;0;0;0;2;4;1;4;4;4;incident
;10;90;0;0;0;2;1;1;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;0;100;0;0;0;1;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;80;0;20;0;1;1;4;4;4;4;incident
;0;100;0;0;0;1;1;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;AUT|en village;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;5;4;4;5;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;0;0;100;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;50;0;50;0;1;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;40;10;0;50;0;AUT|petite route dans les bois;3;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;4;3;4;4;4;incident
;0;100;0;0;0;2;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;50;50;0;0;0;AUT|sur route ou autoroute;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;5;75;0;20;0;1;1;1;4;4;4;incident
;50;40;0;10;0;2;3;4;2;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;4;2;2;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;0;0;100;0;2;4;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;2;98;0;0;0;4;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;0;100;0;0;0;4;4;1;4;4;4;incident
;50;50;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;0;0;100;0;2;1;1;4;4;4;incident
;0;100;0;0;0;2;1;5;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;2;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;1;4;4;4;4;incident
;0;100;0;0;0;1;1;3;4;4;4;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;2;4;1;4;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;20;80;0;0;0;1;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;60;0;40;0;2;1;4;4;4;4;incident
;0;100;0;0;0;1;3;4;4;4;4;incident
;10;90;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;25;50;0;25;0;2;4;1;4;4;4;incident
;0;100;0;0;0;3;3;1;4;4;4;incident
;50;50;0;0;0;3;4;1;4;4;4;incident
;0;100;0;0;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;30;40;0;30;0;1;1;1;4;4;4;incident
;0;100;0;0;0;2;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;70;10;0;20;0;2;4;3;1;4;4;incident
;0;90;0;10;0;3;1;2;4;4;4;incident
;30;0;0;35;35;2;1;3;4;4;4;incident
;30;60;0;10;0;1;4;4;2;4;4;incident
;50;50;0;0;0;1;5;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;100;0;0;0;0;1;3;5;5;5;5;incident
;0;100;0;0;0;AUT|Autoroute ou 2x2 voies;1;1;1;1;1;incident
;;;;;;;;;;;;incident
;10;70;0;10;10;1;1;2;4;4;4;incident
;;;;;;;;;;;;incident
;10;0;0;90;0;2;1;1;4;4;4;incident
;40;60;0;0;0;AUT|route de montagne;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;5;5;5;5;incident
;0;100;0;0;0;3;1;4;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;5;5;5;5;incident
;10;90;0;0;0;4;1;5;5;5;5;incident
;100;0;0;0;0;2;1;1;4;4;4;incident
;0;100;0;0;0;1;1;3;4;4;4;incident
;10;90;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;4;4;1;4;4;incident
;100;0;0;0;0;2;3;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;5;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;90;0;10;0;1;1;4;4;4;4;incident
;0;100;0;0;0;1;3;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;5;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;70;30;0;0;0;4;2;4;4;4;4;incident
;0;100;0;0;0;1;3;3;3;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;1;3;4;4;4;incident
;15;80;0;0;5;3;2;5;5;5;5;incident
;5;85;0;10;0;1;3;4;4;4;4;incident
;0;0;0;50;50;2;3;4;4;4;4;incident
;0;100;0;0;0;4;4;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;90;0;0;0;10;2;1;1;4;4;4;incident
;34;66;0;0;0;1;2;3;1;4;4;incident
;0;100;0;0;0;2;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;80;0;20;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;1;99;0;0;0;3;4;1;4;4;4;incident
;;;;;;;;;;;;incident
;50;40;0;10;0;1;3;3;4;4;4;incident
;50;50;0;0;0;1;2;5;4;4;4;incident
;0;100;0;0;0;1;5;5;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;1;5;4;5;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;40;50;0;10;0;2;1;4;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;5;90;0;5;0;1;1;4;4;4;4;incident
;0;80;20;0;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;4;4;4;2;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;75;25;0;0;0;2;1;4;4;4;4;incident
;0;100;0;0;0;4;3;4;4;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;25;50;0;0;25;1;3;1;4;4;4;incident
;0;100;0;0;0;4;4;5;4;4;4;incident
;;;;;;;;;;;;incident
;50;0;0;50;0;2;3;3;4;4;4;incident
;10;80;0;10;0;1;1;4;4;4;4;incident
;40;60;0;0;0;4;1;3;1;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;75;25;0;0;0;4;1;4;4;4;4;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;1;99;0;0;0;1;5;5;4;4;4;incident
;0;100;0;0;0;1;1;3;4;4;4;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;100;0;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;2;3;1;4;4;4;incident
;;;;;;;;;;;;incident
;0;60;0;40;0;1;5;5;4;4;4;incident
;0;100;0;0;0;1;1;5;4;4;4;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;85;15;0;0;0;1;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;80;0;20;0;2;4;1;4;4;2;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;0;100;0;0;0;1;5;5;5;5;5;incident
;5;95;0;0;0;4;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;30;60;0;10;0;1;1;3;4;4;4;incident
;100;0;0;0;0;2;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;70;0;30;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;0;100;0;0;0;3;3;3;4;4;4;incident
;30;70;0;0;0;1;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;25;75;0;0;0;3;1;4;4;4;4;incident
;0;100;0;0;0;4;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;20;70;0;0;10;3;2;4;4;4;4;incident
;0;99;0;1;0;1;2;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;0;95;0;5;0;1;1;4;4;4;4;incident
;0;100;0;0;0;1;1;3;2;4;4;incident
;10;90;0;0;0;AUT|sortie d'agglomération;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;5;4;4;4;4;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;25;75;0;0;0;2;3;4;1;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;2;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;0;50;0;50;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;1;1;4;4;4;incident
;50;50;0;0;0;1;2;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;0;0;80;0;2;4;1;4;4;4;incident
;;;;;;;;;;;;incident
;0;50;0;0;50;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;4;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;3;4;4;4;4;incident
;0;100;0;0;0;1;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;40;0;60;0;2;1;1;4;4;4;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;30;70;0;0;0;3;3;3;4;4;4;incident
;10;90;0;0;0;3;1;1;4;4;4;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;4;1;4;4;4;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;5;95;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;4;3;3;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;2;3;4;4;4;incident
;0;100;0;0;0;2;4;3;4;4;4;incident
;50;50;0;0;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;90;0;10;0;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;4;2;4;4;4;4;incident
;20;80;0;0;0;2;3;3;1;4;4;incident
;0;100;0;0;0;1;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;10;90;0;0;0;3;3;4;4;4;4;incident
;0;100;0;0;0;3;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;100;0;0;0;0;2;1;1;5;4;4;incident
;5;90;0;5;0;1;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;0;0;80;10;1;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;10;70;0;20;0;1;4;3;4;4;4;incident
;1;0;0;99;0;2;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;5;95;0;0;0;3;2;1;3;4;4;incident
;5;95;0;0;0;4;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;100;0;0;0;0;4;1;5;5;5;5;incident
;0;100;0;0;0;3;4;4;1;4;4;incident
;0;50;0;50;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;0;0;80;0;2;3;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;4;4;4;4;incident
;0;0;0;100;0;2;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;40;60;0;0;0;4;2;5;5;5;5;incident
;0;100;0;0;0;4;1;4;4;4;4;incident
;50;50;0;0;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;60;40;0;0;0;1;3;3;4;4;4;incident
;5;95;0;0;0;2;3;4;4;4;4;incident
;;;;;;;;;;;;incident
;30;30;0;40;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;30;70;0;0;0;1;3;5;5;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;70;30;0;0;0;1;1;2;4;4;4;incident
;10;80;0;10;0;2;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;4;3;4;4;4;incident
;20;60;0;20;0;4;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;1;99;0;0;0;1;4;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;3;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;5;5;5;5;5;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;2;1;1;4;4;4;incident
;0;100;0;0;0;2;1;4;4;4;4;incident
;0;60;0;40;0;2;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;20;80;0;0;0;2;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;80;0;20;0;2;2;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;25;75;0;0;0;2;4;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;3;3;5;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;2;3;3;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;2;4;4;4;incident
;0;100;0;0;0;1;1;1;4;4;4;incident
;;;;;;;;;;;;incident
;30;70;0;0;0;2;3;1;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;0;100;0;0;0;1;1;3;4;4;4;incident
;;;;;;;;;;;;incident
;0;90;0;10;0;2;1;4;4;4;4;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
;;;;;;;;;;;;incident
